1stFlrSF,GarageArea,GrLivArea,TotalBsmtSF,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,GarageYrBlt,KitchenQual,OverallCond,OverallQual,YearBuilt,YearRemodAdd,SalePrice
-0.834835733162461,-0.4397109900247152,0.1704478094194311,-0.4957859874092973,3,3,6,3,2,3,6,3,4,0,107400
-1.6473488022783411,-0.8233697325873297,-1.0041182247230844,-1.3577074128171391,2,1,2,3,8,3,5,4,10,3,91000
-0.5450221543695355,-0.8888724447321663,-1.072650440653604,-0.2404018613625294,2,3,0,3,6,3,7,4,8,1,135750
-0.23450760566282972,-1.0900593463198789,-0.4387274432962982,-0.8788621764794492,2,3,1,3,5,3,5,5,7,6,127000
1.566476776836064,-2.2129629830885067,0.4807464537715057,1.6202539141210655,4,3,6,1,12,3,5,4,9,2,136500
-1.2436798889596234,-0.15430631567935563,-0.5434294398568141,-1.4078721518620398,2,3,6,3,7,3,6,5,3,4,110000
0.0501307306516506,0.1685284798916249,1.1927200303830143,-0.3680939243859133,3,3,5,0,7,2,6,6,9,2,193500
0.4512120227311456,-0.31806309604144717,-0.3397364647299922,0.4094595308100497,2,3,2,0,10,3,5,6,12,5,153500
1.0360144227954415,1.3335410030390764,0.09049355750049164,1.1528097548390348,3,3,2,2,11,2,5,8,13,6,245000
-0.25262095433738757,-0.056052247462100684,-0.857535429538362,0.017262480095370396,3,3,6,3,8,3,5,5,8,1,126500
-0.9279900977744726,-0.3414569218074603,-0.07893330966107057,-1.5355642148854238,3,3,6,0,10,3,5,7,12,5,168500
0.35805765811913387,-0.051373482308898065,1.7162300131855943,0.5257505167777744,4,3,6,3,10,2,5,8,12,5,260000
-1.2385046464811784,-0.3414569218074603,0.08478253950628169,-0.851499591545867,3,0,6,0,11,2,5,6,13,6,174000
-1.424813375705202,0.2574250178024746,-0.5548514758452341,-1.0156751011473606,3,0,6,2,11,2,5,6,13,6,164500
-0.3871772587769601,-2.2129629830885067,0.020057668905235443,-0.10130872128348614,2,3,6,1,12,1,2,3,4,4,85000
-0.4466925472790787,-2.2129629830885067,-1.000310879393611,-0.15375367573951884,3,3,6,1,12,3,5,4,12,5,123600
-0.3173114853179513,-0.24788161874340794,-0.9051272461567784,-2.411166932760057,2,4,6,3,5,3,5,4,7,0,109900
0.18727465633044565,0.03284429044874903,-0.5339110765331309,0.404899099987786,2,3,5,3,7,3,3,5,9,2,98600
-0.513970699498865,-0.19173643690497655,-1.0498063686767642,-0.4136982326085505,2,3,0,3,3,3,7,5,5,6,163500
0.25196518731100936,0.15449218443201704,1.4763672574287758,0.357014576354017,4,2,5,3,0,3,6,6,3,5,133900
-0.6666403526129953,0.9873123817020827,0.5150125617367655,-0.532269433987407,3,3,2,2,10,2,5,6,12,5,204750
-1.2488551314380687,-0.24788161874340794,-0.08654800032001718,-0.8606204531903944,3,3,6,0,10,3,8,6,12,5,185000
1.1007049537760052,-0.004585830776871902,0.138085374118908,1.2098151401173314,3,0,0,2,10,2,5,7,12,5,214000
-0.5243211844557552,-0.19173643690497655,-1.0574210593357107,-0.22216013807347454,3,3,5,0,7,3,5,4,9,2,94750
-0.8477738393585736,-0.5005349370163492,-1.2953801424277924,-1.3668282744616664,2,3,0,3,2,3,5,5,4,0,83000
0.16139844393822017,-2.2129629830885067,-0.5529478031804974,-0.2449622921847931,3,3,0,1,12,3,5,4,8,1,128950
1.1576326210389012,0.03284429044874903,0.17996617274311438,1.259979879162232,3,2,0,2,8,2,7,6,10,6,205000
-0.4803316233889718,0.014129229835938563,0.4122142378409862,-0.7215273131113511,3,3,6,0,9,2,5,6,11,4,178000
0.9635610280972101,-0.2946692702754341,0.037190722887865325,-2.411166932760057,4,4,4,3,8,3,5,5,10,3,118964
0.1639860651774427,1.2493232302814292,-0.5510441305157607,0.3843771612875993,3,3,6,2,11,2,5,7,13,6,198900
0.1639860651774427,-1.0900593463198789,0.5759300870083385,-0.03974290518292602,4,3,3,3,6,3,4,7,6,0,169500
-0.28367240920805814,0.8188768361867885,0.9071691306725163,-0.010100104838211882,3,3,6,2,11,2,5,8,13,6,250000
-0.2991981366433934,-0.9356600962641926,-0.8918015375036219,-0.9495488542245367,2,3,6,3,6,3,7,4,1,5,100000
-0.9668044163628109,-1.0432716947878526,-1.3829490850056787,-0.6120769733770219,2,3,0,3,5,3,5,5,7,0,115000
-0.4285791986045208,-2.2129629830885067,0.002924614922605555,-0.6029561117324945,3,3,6,1,12,1,7,5,4,6,115000
1.7631359910169775,0.3416427905601217,0.6254255762914914,1.7935502853670866,3,3,1,2,8,3,6,6,10,3,190000
0.13810985278521723,-0.6923643082976565,0.6463659756035947,-0.1446328140949914,4,3,5,3,6,3,4,6,8,3,136900
-1.0056187349511492,-0.3414569218074603,-0.16269490690948335,-1.5355642148854238,3,3,2,0,10,3,5,7,12,5,180000
0.3088928545739054,1.4926190182479653,2.2473546866471206,0.4710253469106098,4,0,2,3,11,0,5,7,13,6,383970
2.836998805294335,-0.10751866414732945,1.4154497321572028,1.7137427459774717,3,2,6,3,6,2,5,6,8,1,217000
0.7073865254141779,-1.370785255512036,1.5315737647061387,-0.06710549011650829,3,3,0,3,5,2,8,6,7,6,259500
-1.1220616907161638,-0.15430631567935563,-0.10939207229685703,-0.7488898980449333,2,3,2,3,10,3,5,6,12,5,176000
-0.18275518087837875,-0.8654786189661533,-0.8061362675904724,0.07882829619593051,3,3,3,3,7,3,5,5,9,2,139000
-0.09736367998403465,-0.20109396721138179,-0.7433150696541628,0.15407540476328177,2,3,6,3,11,3,5,5,13,6,155000
1.387930911329708,0.5662235179138473,3.2486865082986007,1.403633450063539,5,2,2,3,9,2,5,7,11,4,320000
-1.1246493119553864,-0.3882445733394864,-0.11319941762633035,-0.7511701134560652,3,3,6,0,11,2,5,6,13,6,163990
-0.4518677897575238,0.313570199640906,-1.0041182247230844,-0.2723248771183754,1,1,0,3,7,3,5,6,9,2,180000
-1.0107939774295942,-0.977768982643016,-0.7471224149836362,-0.7420492518115378,3,3,6,3,8,3,5,4,6,0,100000
-0.21380663574904932,-0.8654786189661533,-0.8289803395673123,0.051465711262348245,3,3,1,3,6,3,7,6,8,1,136000
0.09412029171843392,0.26678254810887986,-0.6024432924636505,0.32281134518703913,2,3,2,2,10,2,5,6,12,5,153900
1.0955297112975602,-0.1777001414453687,0.13427802878943468,0.6944864572015318,3,3,6,3,8,3,5,6,10,5,181000
-1.6628745297136764,-2.2129629830885067,-1.4495776282714614,-1.2254549189714914,2,0,2,3,12,3,8,6,6,4,84500
-0.5294964269342002,-0.15430631567935563,-1.061228404665184,0.046905280440084525,2,3,0,2,8,3,5,6,10,3,128000
-0.834835733162461,-2.2129629830885067,-1.2858617791041091,-0.8788621764794492,3,3,3,1,12,3,7,5,5,0,87000
-1.3006075562225197,-0.09348236868772161,-0.31879606541788896,-0.9062247614130314,3,3,1,2,7,3,5,6,9,2,155000
-0.28367240920805814,1.2961108818134555,-0.880379501515202,-0.11270979833914542,3,3,5,2,10,0,7,5,8,5,150000
0.13810985278521723,0.06559564652116734,1.2212751203540642,-0.3042478928742214,4,3,5,3,7,2,6,7,9,2,226000
-0.3638886676239571,-0.3882445733394864,1.0251968358861887,-0.14919324491725514,3,3,2,2,10,2,5,6,12,5,244000
0.4253358103389201,0.7065864725099258,-0.3587731913773587,0.012702049273106681,3,3,5,3,8,2,6,5,8,6,150750
0.34511955192302113,-0.009264595930074518,-0.417787043984195,0.4778659931440054,2,3,2,0,11,2,5,8,13,6,220000
1.444858578592604,-0.15430631567935563,0.391273838528883,0.9202277829035855,3,3,5,2,7,3,6,5,9,5,180000
1.3439413502629247,0.26678254810887986,0.3170306046041535,0.562233963355884,3,3,6,3,7,3,6,7,9,2,174000
0.13293461030677214,-0.7251156643700748,-0.5738882024926006,0.357014576354017,3,3,1,2,7,3,5,5,9,2,143000
2.060712433527571,1.3709711242646974,0.8443479327362067,1.9372038562683935,5,3,6,3,9,3,5,7,11,4,171000
-0.410465849929963,0.87502201802522,0.6406549576093846,-0.12183065998367285,3,2,2,0,10,2,5,8,12,5,230000
-0.6071250641108766,-0.013943361083277135,0.4731317631125591,-0.2951270312296939,3,3,2,2,10,2,5,6,12,5,231500
-0.7727328234211197,-2.2129629830885067,-1.2401736351504296,-0.4410608175421328,3,3,0,1,12,3,5,4,10,3,115000
1.4784976547024973,0.87502201802522,0.4160215831704595,1.5427265901425824,3,0,2,3,11,2,5,7,13,6,260000
-0.6537022464168826,1.155747927217377,-0.24836017682263278,-0.3361709086300674,4,3,5,3,10,3,4,5,8,1,166000
0.8755819059636435,0.4866845103094028,-0.02753414771318091,0.9863540298264094,3,1,2,2,10,2,5,7,12,5,204000
1.462971927267162,0.14513465412561183,0.40459954718203955,1.5290452976757911,6,3,5,3,7,3,5,5,9,2,125000
-0.49844497206352967,-0.4350322248715126,0.3684297665520431,-0.19935798396215595,3,3,6,3,11,2,5,6,13,6,130000
-0.7442689897896717,-1.370785255512036,-1.2192332358383264,-0.7808129138007793,2,3,1,3,4,3,7,5,6,5,105000
-0.7209803986366687,-0.1823789065985713,0.9890270552561924,-0.3954565093194956,3,3,6,0,11,2,5,7,13,6,222500
-0.21380663574904932,-2.2129629830885067,-0.8289803395673123,0.051465711262348245,3,3,2,1,12,2,5,7,13,6,141000
-0.6899289437659982,-1.0900593463198789,-0.3264107560768356,-0.3680939243859133,3,3,6,3,4,3,4,5,6,0,115000
-0.5010325933027522,-0.15430631567935563,-1.040288005353081,-0.20163819937328784,3,0,1,3,8,3,6,5,10,3,122000
1.416394744961156,1.838847639584959,0.3703334392167798,1.4880014202754177,2,1,6,2,11,2,5,8,13,6,372402
-0.169817074682266,0.10302576774678827,0.9090728033372529,-0.5299892185762751,4,3,5,2,8,3,5,6,10,3,190000
0.23126421739722897,0.4258605633177688,-0.5015486412326078,1.2417381558731773,1,1,1,2,6,3,7,6,8,3,235000
0.09670791295765646,-0.7531882552892905,-0.6005396197989138,0.325091560598171,4,3,6,3,3,3,5,6,5,0,125000
-1.5283182252741039,-2.2129629830885067,-0.7985215769315258,-1.106883717592635,2,3,6,1,12,3,5,6,5,0,79000
-0.3173114853179513,0.7112652376631283,-0.9051272461567784,-2.411166932760057,2,4,4,3,5,3,7,5,7,0,109500
-1.0056187349511492,0.9685973210892723,0.8614809867188365,-0.6462802045439998,4,3,6,0,11,0,5,8,13,6,269500
-0.44410492603985613,0.959239790782867,0.8215038607593668,-0.151473460328387,3,3,2,2,11,2,5,7,13,6,254900
0.5935311908883858,0.4820057451562002,1.8018952830987436,0.7628929195354874,4,2,2,2,11,2,5,7,13,6,320000
0.17951179261277803,0.20127983596404322,-0.5396220945273409,0.3980584537543904,3,3,1,3,9,3,6,6,11,4,162500
1.0593030139484445,1.1838205181365926,2.1940518520344945,1.1733316935392215,3,0,2,0,11,0,5,9,13,6,412500
0.9790867555325454,0.2761400784152851,0.04861275887628525,1.102645015794134,3,2,6,3,11,2,5,7,13,6,220000
-0.7261556411151139,-2.2129629830885067,-1.2059075271851698,-0.4000169401417593,1,3,6,1,12,3,6,4,8,1,103200
-0.035260770242693494,-1.2023497099967417,0.1913882087315343,0.20880057463044632,3,2,3,3,3,2,7,6,5,6,152000
-0.9176396128175824,-2.2129629830885067,-0.3054703567647324,-0.9427082079911412,4,3,0,1,12,3,7,5,6,5,127500
1.8226512795190961,-0.795297141668114,0.6692100475804345,1.2759413870401553,2,3,3,0,6,3,5,5,8,5,190000
1.1576326210389012,1.4785827227883575,1.2288898110130109,1.19613384765054,3,3,2,0,11,0,5,8,13,6,325624
-0.834835733162461,-0.15430631567935563,0.38937016586414636,-0.4957859874092973,3,3,6,0,11,2,5,7,13,6,183500
1.4086318812434884,0.17788601019803013,0.3646224212225698,1.4332762504082532,2,3,6,2,9,3,6,8,11,4,228000
-0.7986090358133452,0.87502201802522,-0.25407119481684276,-0.76941183674512,2,3,5,3,10,3,6,5,7,0,128500
1.2766631980431384,0.2574250178024746,0.2675351153210005,0.051465711262348245,3,1,1,0,6,3,5,6,8,1,215000
-0.2552085755766101,0.14513465412561183,0.4788427811067691,0.014982264684238538,2,3,2,2,9,2,7,7,11,4,239000
0.5159025537117093,0.14513465412561183,-0.2921446481115758,0.6944864572015318,3,3,0,3,7,3,5,6,9,2,163000
1.2637250918470257,0.6691563512843048,0.2580167519973172,1.2508590175177048,3,3,0,0,9,3,5,6,11,4,184000
2.5756490601328577,0.4820057451562002,1.2231787930188007,0.3296519914204347,4,0,0,3,5,2,7,6,7,6,243000
0.0035535483456447282,0.2246736617300563,1.0366188718746088,0.21336100545271006,4,3,2,3,9,3,5,6,11,4,211000
0.23126421739722897,-0.10283989899412684,0.7701046988114771,-0.012380320249343739,4,3,0,3,6,2,5,5,8,1,172500
2.7723082743137715,3.2424771855457433,1.3678579155387864,2.6417904183081373,1,3,2,0,11,0,5,9,13,6,501837
-0.5036202145419747,0.03284429044874903,-1.0421916780178175,-0.2039184147844197,2,3,6,3,4,3,6,5,5,6,100000
-1.0185568411472619,-0.15430631567935563,0.01815399624049879,-0.6873240819443732,3,3,2,3,10,2,5,6,12,5,177000
-0.6769908375698854,-1.2023497099967417,0.545471324372552,-0.6029561117324945,4,3,3,3,2,3,6,7,4,0,200100
0.45897488644881324,-1.0339141644814476,-0.3340254467357822,-2.411166932760057,3,4,6,3,6,3,6,5,8,6,120000
0.5159025537117093,0.05155935106155949,1.078499670498815,0.6944864572015318,3,3,6,3,11,2,5,7,13,6,200000
-0.5864240941970963,0.4820057451562002,-0.5015486412326078,-1.261938365549601,3,3,6,3,9,3,8,5,3,5,127000
0.9195714670304268,1.7171997456016908,3.983504156886949,0.11303152736290836,4,2,6,3,10,0,9,10,2,5,475000
0.1406974740244398,0.1123832980531935,-0.5681771844983907,0.2977289756645887,3,0,2,3,9,2,5,7,11,5,173000
-0.9176396128175824,-1.370785255512036,0.2675351153210005,-0.9062247614130314,3,3,6,3,2,3,7,5,4,4,135000
0.15881082269899763,0.2574250178024746,-0.5548514758452341,0.06514700372913938,2,0,2,3,8,3,5,5,10,3,153337
1.1136430599721179,0.9779548513956775,0.14760373744259125,1.2212162171729906,0,0,2,0,11,0,5,8,13,6,286000
0.9997877254463258,-0.15430631567935563,2.306368539253957,-0.4661431870645832,3,3,5,3,4,2,8,8,6,5,315000
-1.132412175673054,0.05155935106155949,-0.0694149463373873,-0.7580107596894607,4,3,0,0,8,2,9,7,10,6,184000
0.6944484192180651,0.9030946089444356,-0.1607912342447467,0.8518213205696299,3,0,2,0,10,2,5,7,12,5,192000
-0.49844497206352967,-0.4350322248715126,0.3684297665520431,-0.19935798396215595,3,3,6,3,11,2,5,7,13,6,130000
-0.7727328234211197,-0.5660376491611858,-1.2401736351504296,-0.4410608175421328,3,0,0,3,9,3,7,5,10,3,127000
-0.7960214145741227,-0.15430631567935563,-0.11319941762633035,-0.4615827562423195,3,3,0,3,8,3,6,6,10,3,148500
1.457796684788717,1.4645464273287496,0.40079220185256625,1.5244848668535276,3,3,6,3,11,0,5,7,13,6,311872
0.5107273112332642,1.506655313707573,3.0392825151775686,0.689926026379268,3,3,6,3,2,2,4,8,4,4,235000
-0.6045374428716541,-2.2129629830885067,1.3583395522151032,-0.6896042973555051,5,3,6,1,12,3,6,6,4,0,104000
1.4241576086788237,1.7920599880529327,0.3760444572109898,1.4948420665088133,3,0,2,0,11,0,5,8,13,6,274900
-0.10771416494092485,-0.15430631567935563,-0.7509297603131094,0.14495454311875436,2,3,6,2,11,3,5,4,13,6,140000
0.30112999085623776,9.293437633071431e-05,-0.4501494792847181,0.3159706989536436,3,3,0,3,8,3,6,6,10,3,171500
-0.7701452021818972,-0.3508144521138655,-0.3911356266778818,-1.0042740240917012,2,3,3,3,3,3,6,6,5,0,112000
-0.8141347632486805,-0.24788161874340794,-1.270632397786216,-0.4775442641202425,1,0,2,2,11,2,5,6,13,6,149000
-1.1453502818691668,-1.0900593463198789,-0.4406311159610348,-0.76941183674512,2,3,3,3,5,3,7,5,7,0,110000
0.7229122528495131,0.12641959351280135,-0.1398508349326435,0.8358598126917068,3,3,6,3,9,3,5,7,11,4,180500
1.3801680476120404,-0.5800739446207936,0.34368202191046665,0.18827863593025962,3,3,6,3,7,3,5,5,9,2,143900
-0.16205421096459835,-0.7531882552892905,-0.7909068862725792,0.09707001948498536,3,3,0,2,6,3,5,4,8,1,141000
0.0449554881732055,-0.088803603534519,1.0404262172040821,0.22704229791950117,3,1,2,3,9,3,5,7,11,4,277000
-0.18275518087837875,0.14513465412561183,-0.8061362675904724,0.07882829619593051,3,3,5,2,7,3,7,6,9,2,145000
-0.7727328234211197,-2.2129629830885067,-1.2401736351504296,-0.4410608175421328,2,3,5,1,12,3,6,5,5,0,98000
0.12775936782832706,-0.060731012615303295,-0.5776955478220739,0.3524541455317533,3,2,2,2,11,2,5,6,13,6,186000
-0.5967745791539865,0.800161775573978,0.6406549576093846,-0.3589730627413859,3,3,2,2,11,2,5,7,13,6,252678
-0.4466925472790787,0.4820057451562002,-1.000310879393611,-0.15375367573951884,3,3,0,3,10,3,5,5,12,5,156000
-1.2255665402850657,-0.8140122022809245,-0.2350344681694762,-0.8400985144902077,3,3,2,0,8,3,7,6,10,3,161750
0.1898622775696682,-0.12155495960693731,-0.5320074038683943,0.028663557151029678,2,3,1,3,6,2,6,5,8,5,134450
0.7073865254141779,0.05155935106155949,-0.15127287092106342,0.8632223976252892,3,2,2,3,11,2,5,7,13,6,210000
-0.9124643703391374,-1.2304223009159574,-0.35686951871262207,-0.8469391607236032,3,3,6,3,4,3,4,4,5,0,107000
-0.06631222511336407,-0.19641520205817917,0.8348295694125234,-0.5915550346768352,3,3,1,3,4,2,9,7,6,6,311500
0.2209137324403388,-0.16366384598576086,-0.5091633318915544,0.4345419003325001,2,0,2,0,11,2,5,7,13,6,167240
0.8678190422459758,0.9452034953232592,-0.033245165707390875,1.0045957531154643,2,2,6,3,11,2,5,7,13,6,204900
-0.39494012249462773,-0.3882445733394864,1.430679113475096,-0.10814936751688171,4,3,6,2,11,2,5,6,13,6,200000
-0.9098767490999148,-0.1823789065985713,0.06955315818838845,-0.7853733446230431,3,3,0,2,8,3,6,6,10,3,179900
-0.7727328234211197,0.4820057451562002,-1.2401736351504296,-0.4410608175421328,2,3,0,3,9,3,6,4,10,3,97000
3.181152430110934,2.3160816852116257,1.668638196567178,3.043108330667344,3,1,2,0,11,0,5,10,13,6,386250
-1.378236193399196,-0.9029087401917743,-0.4063650079957751,-0.9746312237469872,3,3,6,3,10,3,5,5,10,3,112000
